"user","art","auxv","conj","adv","ipron","ppron","prep","quant"
"Everyking",2.42857142857143,4.19047619047619,2.57142857142857,2.61904761904762,2.9047619047619,4.52380952380952,6.33333333333333,1.52380952380952
"Everyme",0.25,1.5,1.25,0.5,1.5,1.5,2.25,0.75
"Everyone Dies In the End",3.5,5.25,3,1.5,2.75,5.75,7.25,1.25
"Everything counts",4,3,3.625,2,3.375,4.375,8.625,2.375
"Evice",3.66666666666667,1.66666666666667,2,2,2.66666666666667,2.66666666666667,6,0.666666666666667
"Evidental",0,6,3,4,2,4,5,1
"Evil Genius77",8.5,5.5,6,2,6.5,5,14.5,6
"Evil Monkey",3.5,8.5,2,6.5,2,3,5,1.5
"EvilFlyingMonkey",2.75,3,1.875,1.25,2.625,2.625,4.5,1.625
"EvilWendyMan",3,4,4,4,5,4,4,0
"Evilbu",3,0,0,0,0,1,3,0
"Evilclown93",0.714285714285714,1.57142857142857,0.857142857142857,0,0.714285714285714,0.857142857142857,2.42857142857143,1.28571428571429
"Evilgohan2",4.5,6,3,0.5,3.5,7,8.5,1.5
"Evilphoenix",1.4,1.8,1.4,1.2,1.2,2.2,3.6,0.8
"Evlekis",12.3571428571429,12.7142857142857,9.78571428571429,7.85714285714286,8.21428571428571,11.4285714285714,18.2857142857143,5.71428571428571
"EvocativeIntrigue",0,0,2,0,2,2,2,3
"Evolauxia",2,5,1,0,2,1,2,2
"Ewawer",1,8,6,2,1,14,7,3
"Ewen",3,2.4,2.8,1.2,2.6,1.6,2.8,0.4
"Ewigekrieg",1,1,0,0.5,0,1.5,1,0
"Ewlyahoocom",1,0.5,1,1.5,0,0.5,2.5,1.5
"Ewulp",2.91666666666667,1.66666666666667,1.83333333333333,0.916666666666667,1.875,2.125,4.79166666666667,1.375
"Ex Pluribus Unum",1,5,4,3,5,7,7,3
"Ex-Nintendo Employee",5.5,4.5,4,3.5,7,7,12,2
"ExRat",6.5,8,5.5,6,4,10.5,13,5.5
"Excalibur",3,4,4,2,3,1,4,2
"Excavator",1,5,2.5,2,5,5.5,5.5,1.5
"Excellentone",2,2,2,0,1,5,5,1
"Excirial",6.58333333333333,7,6.66666666666667,3.41666666666667,6,6.5,11.1666666666667,3.33333333333333
"Exec8",0,2,0.333333333333333,0.333333333333333,0.333333333333333,1.66666666666667,1.33333333333333,0
"Executor Tassadar",6,2,1,0,4,3,4,3
"Exir Kamalabadi",1,3,1,1,1,5,1,0
"Exit2DOS2000",5,6.5,3,2.25,4.25,4.25,6.5,1
"Exok",3.66666666666667,5,2.33333333333333,1.66666666666667,3,3.66666666666667,4.66666666666667,1.66666666666667
"Explicit",4,4.33333333333333,2.81481481481481,2.07407407407407,2.81481481481481,3.66666666666667,7.44444444444444,1.2962962962963
"ExplicitImplicity",0,1,1,1,0,1,1,0
"Explodicle",3,2,1,1,3,3,10,4
"Exploding Boy",2.484375,3.15625,2.609375,2.125,2.421875,3.375,5.109375,1.390625
"Explodo-nerd",7,9,8,5,4,8,14,4
"ExplorerCDT",3.28571428571429,2.95238095238095,2.52380952380952,1.71428571428571,1.80952380952381,3.61904761904762,6.23809523809524,1.28571428571429
"Extcetc",1,0,1,0,0,1,1,1
"Extra999",0.833333333333333,1.83333333333333,0.666666666666667,0.333333333333333,0.166666666666667,1.33333333333333,1.5,0.166666666666667
"ExtraDry",2,3.75,1.5,1,1,3.25,3.75,0.75
"Extranet",1,1,0.333333333333333,1.66666666666667,0.666666666666667,1.33333333333333,2.66666666666667,0
"Extransit",3,5,3,2,2,8,4,1
"Extraordinary Machine",5,4.14285714285714,3.85714285714286,3,2.71428571428571,3.42857142857143,7.85714285714286,1.57142857142857
"Extreme Unction",1,3,1.33333333333333,1.33333333333333,2.33333333333333,2.66666666666667,3.33333333333333,1.33333333333333
"Extremepro",1.8,2.2,3.2,0.8,0.8,2.6,4.2,0.6
"Exucmember",7,7.66666666666667,5,4.33333333333333,5,6.33333333333333,11.6666666666667,3
"Exvicious",3.33333333333333,4.33333333333333,3.33333333333333,3,4,4.66666666666667,4,2.33333333333333
"Exxess",0,0,0,0,0,0,0,0
"Exxolon",2.66666666666667,1.33333333333333,1.83333333333333,1.16666666666667,0.833333333333333,2,3.16666666666667,1
"Eyalshalom",4,5,3,0,3,2,4,0
"EyeMD",1,1,0.5,0,0.5,1,2,2
"EyeRmonkey",11,6,5,5,4,10,13,6
"EyeSerene",3.35714285714286,3.28571428571429,2.81428571428571,2.58571428571429,2.37142857142857,4.31428571428571,6.2,1.47142857142857
"Eyeball kid",2.5,2.5,1.5,1,1.5,2.5,3.5,0.5
"Eyeball226",0,0,0,0,0,0,0,1
"Eyedubya",7,9,6,4.5,9,5,10.5,2
"Eyepeepeeeye",1,4,2,3,3,3,6,0
"Eyesbomb",9,15,13,11,21,13,18,6
"Eyreya Sashi",1,1,0,0,0,0,2,0
"Ezekiel 7:19",0.666666666666667,0.666666666666667,1,2.33333333333333,2,1.33333333333333,3.66666666666667,0
"Ezeu",0.857142857142857,1,0.285714285714286,0.428571428571429,0.142857142857143,1.28571428571429,1.71428571428571,0
"Ezh",7,3,3,1,3,7,7,3
"Ezhiki",4.51908396946565,5.44274809160305,3.9236641221374,3.33587786259542,3.80152671755725,4.16793893129771,8.0763358778626,2.20610687022901
"Eóin",3,6,1,1,1,3,6,3
"F 22",0,0,1,0,0,3,0,0
"F.R Durant",2,1,0,0,0,1,1,0
"F.dolarhyde",1,6,7,5,6,3,10,2
"F9T",2,2,0,1,1,1,3,0
"FA2010",2,2,0,1,4,2,1,1
"FCSundae",0,0,0,0,1,1,0,0
"FCYTravis",2.61111111111111,4,3,1.55555555555556,3.5,3.77777777777778,5.16666666666667,1.11111111111111
"FClef",3.25,4.25,2.5,3.5,2,5.25,5.5,1.25
"FD",1,1.33333333333333,0.333333333333333,0.666666666666667,1,2.33333333333333,2,0
"FEastman",1.5,3.5,1.5,0,1.5,1.5,1.5,0
"FFMG",1,2,1,1,1,0,1,0
"FHessel",4.33333333333333,7.33333333333333,2.33333333333333,2.33333333333333,4.66666666666667,4.66666666666667,8.33333333333333,1
"FJS15",1.71428571428571,2.42857142857143,1.57142857142857,1.71428571428571,2,2.57142857142857,3.42857142857143,1.42857142857143
"FLAHAM",11,7,3,1,3,9,13,3
"FLStyle",1,1,0,1,0,2,3,0
"FMBlogger",3,4,2,3,3,3,1,1
"FNMF",8.75,8.5,5.75,7.25,5.25,12,16.25,4.5
"FQ1513",0,0,0,0,0,1,0,0
"FRCP11",1,0,0,3,1,1,4,1
"FT2",2.22522522522523,3.34234234234234,3,1.82882882882883,3,2.54054054054054,4.31531531531532,1.65765765765766
"Fab10ab",6,4,3,1,2,3,7,1
"Fabartus",4.41322314049587,3.9504132231405,3.90082644628099,3.08264462809917,3.06611570247934,3.63636363636364,7.28099173553719,2.20661157024793
"Fabermix",0.333333333333333,1.33333333333333,0.666666666666667,0.666666666666667,0,0,2.33333333333333,0.666666666666667
"Fabiena",3,3.5,1.5,1,2.5,4.5,4.5,0
"Fabienik",2,3,6,1,3,5,10,2
"Fabienkhan",0.5,0.5,0.5,0.5,0.5,1.5,0.5,2.5
"Fabiform",2.33333333333333,3,2,1.33333333333333,1.33333333333333,5,2.66666666666667,0.666666666666667
"Fabregas 2001",3,2,2,1,2,3,2,2
"Fabregas0414",0,0,0,0,0,0,0,0
"Fabrib",1,3,2,1,2,5,2,0
"Fabricationary",3,3,4,4,3,5,10,3
"Fabrictramp",3.52380952380952,3.71428571428571,2.80952380952381,1.71428571428571,2.71428571428571,3.33333333333333,5.66666666666667,1.14285714285714
"Face",3,4.1,3.2,4,3.5,5.9,7.5,2
"Face_zz",2.5,2.5,3,2.5,1.5,0,2.5,0
"Faceless Enemy",3,1,2.25,2.25,1.5,1.5,3.75,1
"Fache",2.66666666666667,4.33333333333333,2.33333333333333,0.333333333333333,2,3.33333333333333,5,0.333333333333333
"FactStraight",5.33333333333333,5.33333333333333,5.66666666666667,4.33333333333333,4,8,11.6666666666667,2.33333333333333
"Factchecker atyourservice",5.7,9.1,6.2,5.5,6.9,9,12.3,2.9
"Facto",1.5,2.5,2,1,0.5,1.5,1,0.5
"Factocop",3,2,2,2,4,3,6,0
"Facts707",2.5,4.5,5.5,2,5.5,5,7,2
"FactsFirst",44,46,32,25,39,43,74,30
"Factsontheground",1,2,1,1.66666666666667,2,2.66666666666667,2,0.666666666666667
"Factuarius",6.5,7,10,4,6,7,7.5,2
"Fadix",15,18,8.5,7,10,9.5,20.5,3
"Faendalimas",4,10,5,4,6,2,7,4
"Faeriesoph",8.14285714285714,11,7.28571428571429,5.85714285714286,7.42857142857143,10.2857142857143,15,2.42857142857143
"Fagstein",0,1,0,1,0,0,0,0
"Fahadsadah",1,5,4,4,1,4,7,2
"Fahrenheit451",4.5,4.5,1.5,0.5,2,2,4,2.5
"Faikpro",0,2,1,0,0,2,1,0
"Fail",2,0,2,0,1,0,1,2
"Failedwizard",3,4,2.33333333333333,2,2.16666666666667,3.33333333333333,6,0.666666666666667
"Failure2002",4,1,1,3,3,4,5,2
"Fainites",2.92142857142857,3.51428571428571,2.32142857142857,1.87142857142857,2.4,2.95,4.9,1.34285714285714
"Fair Alienor",0,2,0,0,2,1,1,0
"Fair Shannon",4,8,5,3,3,3.5,8.5,2
"FairFare",1,2,1,1,0,3,4,0
"Fairlightseven",1,1,0,0,0,1,2,0
"Fairness And Accuracy For All",3.8125,4.8125,3.375,3.25,3.625,9.625,8.3125,2.8125
"FairuseBot",2,1,0,0,1,0,3,0
"Fairview360",2.08333333333333,3.25,2.25,2.16666666666667,1.5,3.08333333333333,4,1
"FaithF",2,3,1,1,2,3,3,0.5
"Faithlessthewonderboy",3.78571428571429,3.64285714285714,2.35714285714286,2.21428571428571,2.5,4.28571428571429,5.14285714285714,1.5
"Faizhaider",0.4,3.8,2.8,1,2,1.8,4,1.2
"FakenMC",10,5,4,3,1,2,7,4
"Fakirbakir",2,4,2,1,5,4,5,2
"FaktneviM",0.72,4.88,4.12,3.48,3.56,7.12,7.16,2.4
"Falastur2",9.11627906976744,9.53488372093023,7.83720930232558,7.02325581395349,8.04651162790698,9.65116279069767,16.046511627907,4.67441860465116
"Falcadore",2.73626373626374,3.41208791208791,1.96703296703297,1.36263736263736,2.03846153846154,1.69230769230769,3.75274725274725,1.26923076923077
"Falcon Kirtaran",4.3125,5.3125,4.8125,4.4375,4.8125,5.6875,8.125,1.875
"Falcon1978",4,4,2,1,3,6,6,0
"Falcon8765",2,2.1,1,0.4,0.7,1.4,1.7,0.4
"Falcon9x5",2.5,2.5,1,3,2,2.5,4.5,1
"Falconus",1,0.5,0.5,0.5,0.5,1,0.5,0
"Falcorian",2.66666666666667,2.66666666666667,1.33333333333333,1.66666666666667,1,3.33333333333333,2.66666666666667,1
"Fall Of Darkness",9,8,7,1,3,1,16,5
"Fallschirmjäger",2.6,3.2,2.2,1.6,1.8,2.4,4.8,1.6
"Falphin",10,5,4,4,2,4,13,10
"Fama Clamosa",5,1,4,2,1,2,7,2
"FamicomJL",1.66666666666667,1.66666666666667,1.33333333333333,0.666666666666667,2,2,3.66666666666667,0.666666666666667
"Familiae Watts",2,3,1,0,1,4,6,1
"Famousdog",0.5,2,0.5,0.5,1,1,3,0
"Famously Sharp",2,2,0,1,1,0,3,1
"Famspear",7,4,3,3,1,0,9,3
"Fan-1967",3.27272727272727,3.51515151515152,2.21212121212121,1.87878787878788,2.93939393939394,2.75757575757576,5.15151515151515,1.81818181818182
"FanCollector",1,3,2,5,2,2,7,1
"Fancourt",22,23,16,9,21,5,35,13
"FancySkunk",0,0,0,1,2,1,1,2
"Fandelin",4,3.5,1.5,0.5,2,3.5,7,0
"Fandraltastic",1.5,3,2,1,3,1,4,0.5
"Fang Aili",1.875,2.125,1.55,1.475,1.475,2.65,2.95,0.85
"Fangusu",4,4,1,2,1,4,6,1
"Fanoftheworld",2,2,1,0,3,4,2,1
"Fantailfan",2,1,1,0,0,0,2,0
"Fantasy",0.818181818181818,2.09090909090909,1.27272727272727,0.818181818181818,0.727272727272727,2.09090909090909,2.09090909090909,0.363636363636364
"FantasyHistory",10,8,7,5,7,10,22,7
"Faolin42",3.28571428571429,2.85714285714286,1,1.42857142857143,1.85714285714286,2.85714285714286,4.85714285714286,1.71428571428571
"Faramarz",1,1,0,0,2,1,2,0
"Faranbazu",1.5,5.5,3.5,1,3,6,7,1.5
"Farawayman",3.33333333333333,4,1.66666666666667,2.66666666666667,2.66666666666667,3.66666666666667,6,1
"Farcaster",6.22222222222222,5.94444444444444,4.11111111111111,3.22222222222222,4.5,5.27777777777778,9.94444444444444,2.77777777777778
"Farhansher",1,2,1,2,1.5,3,5,0.5
"Farine",4,6,6,4,4,7.5,11,2.5
"Farinol",3,6,2,2,3.33333333333333,1,3.66666666666667,0.666666666666667
"Farizluqman",1,2,0,1,1,1,2,0
"Farjad0322",2.1,3.45,1.8,1.75,2.4,3.15,4.75,1.1
"Farmhouse00",0,0,0,2,1,3,3,1
"Farmsworth",2,2.5,1,0,1,1.5,1.5,0.5
"Farosdaughter",0,0,1,0,0,1,1,0
"Fartherred",2.75,4.25,2,1.375,2.5,3.875,6.125,1.5
"FarzanehSarafraz",5,4.5,2.5,1,3,3,4.5,1.5
"Fasach Nua",5.4,7.6,3,2,3.4,5.2,8.2,2.4
"Faseidrnan",0,1,0,0,1,2,0,0
"Fast track",5.5,5,1.5,1,1.5,5,6.5,2.5
"FastLizard4",7,6,5,1.5,3.5,1.5,5,0.5
"Fasten",1,2,0,0,0.5,2,1,0
"Fastfission",5.66666666666667,4.66666666666667,3.33333333333333,3.33333333333333,4.33333333333333,3.83333333333333,9.16666666666667,2.5
"Fastifex",3,2,2,1,2,5,6,2
"Fastily",1.86046511627907,3.62790697674419,1.97674418604651,1.11627906976744,1.95348837209302,3.41860465116279,4.90697674418605,0.906976744186046
"Fat&amp;Happy",3.55555555555556,2.55555555555556,2.33333333333333,2.77777777777778,1.66666666666667,3.22222222222222,5,1.44444444444444
"Fatal!ty",10,15,7,2,11,5,18,3
"Father Goose",2.5,2.35714285714286,1.21428571428571,1.14285714285714,2.42857142857143,3.07142857142857,3.92857142857143,0.785714285714286
"Fatimiya",2,2.6,0,1.2,1.4,1.6,2.8,0
"Fatty2k10",1,2,4,3,0,3,5,2
"Fattyjwoods",1,3,6,1,2,7,5,1
"Faustian",2.60869565217391,3.34782608695652,2.39130434782609,1.8695652173913,2.08695652173913,2.17391304347826,4.30434782608696,1.26086956521739
"Favonian",2.25675675675676,1.85135135135135,1.36486486486486,1.14864864864865,1.58108108108108,2.09459459459459,3.54054054054054,1.02702702702703
"Fawcett5",5.2,6,4,3.6,2.8,5.2,9.2,2.2
"Fayenatic london",2.62,3.14,2.04,1.72,2.56,2.66,4.8,1.08
"Fayenatic_london",1.93333333333333,2.93333333333333,2.13333333333333,2.33333333333333,2.2,2.33333333333333,4.73333333333333,1
"Fayerman",0,2,1,0,0,0,3,3
"FayssalF",1.74358974358974,2.84615384615385,1.57692307692308,1.23076923076923,1.70512820512821,2.93589743589744,3.29487179487179,0.846153846153846
"Fbagatelleblack",6,5.5,5,4,5.5,6,11.5,3.5
"Fbb fan",3,3,2.4,1,2,0.4,4.6,0.8
"Fbdave",2.5,1.5,0.75,0.25,1.75,0.75,1.75,0
"Fbriere",1,2,1.5,1,0.5,1,2.5,0
"Fbv65edel",4.6,3.4,2.8,2.4,2.7,4.3,8.2,3.3
"Fcb981",1,1,0,0,3,2,3,0
"Fconaway",4.54545454545455,5.81818181818182,2.81818181818182,3.36363636363636,4.09090909090909,3.27272727272727,7.81818181818182,2.63636363636364
"Fcreid",5.42857142857143,5.14285714285714,5.57142857142857,3.57142857142857,4.28571428571429,8.14285714285714,11.7142857142857,2.28571428571429
"Fcsuper",4.8,3.4,1.2,2.8,2.6,3,6.4,1.2
"Fddfred",0,0,0.5,0,0,1,1,0
"FeanorStar7",6.5,9.5,8,5.5,3.5,5.5,7,4
"Feather Jonah",0.5,3.5,2,1,0.5,5.5,2.5,0.5
"FeatherPluma",13,17,10.6666666666667,6,9.33333333333333,16,22,7.33333333333333
"Feba",17,16,17,19,18,16,42,8
"Feddhicks",1,9,2,1,2,5,7,1
"Feedback",3.39285714285714,6.57142857142857,4.21428571428571,2.96428571428571,4.89285714285714,6,6.10714285714286,1.78571428571429
"Feedyourfeet",1.66666666666667,6,3,3,5,3.66666666666667,4.66666666666667,1.66666666666667
"Feezo",2.92682926829268,3.31707317073171,2.09756097560976,1.68292682926829,2.58536585365854,2.95121951219512,4.65853658536585,1.21951219512195
"Feitclub",8,6,4,1,5,2,9,4
"Feketekave",3.5,4.16666666666667,4,2.16666666666667,1.83333333333333,3.16666666666667,6.5,3
"FeleciaQ",3,3,1,5,1,1,3,1
"Felgerkarb",2.5,3,2,1.5,2,2.5,5,1
"Feline Hymnic",4.33333333333333,3.66666666666667,2.66666666666667,1.33333333333333,2,3.66666666666667,5.66666666666667,2
"Feline1",8,7,6,3,6,20,28,6
"Felipe Aira",2.4,1.8,1.4,2.4,2.2,1.2,3,0.8
"Felipe Garcia",2,5,4,3,2,6,3,0
"FelisLeo",2.66666666666667,5,2.33333333333333,1.66666666666667,1.33333333333333,2.33333333333333,4,1
"Felix Folio Secundus",4.16666666666667,5.39583333333333,3.04166666666667,2.5,2.66666666666667,2.97916666666667,7.10416666666667,1.70833333333333
"Felix-felix",2,1,0,0,1,3,4,5
"Felix505",1.5,7,5.5,3,3,4.5,6.5,2
"Felixboy",1,5,1,1,3,2,4,0
"Felixlhk",2,3,2,2,1,5,3,1
"FelixtheMagnificent",2,3,5,7,4,8,9,3
"FellGleaming",3.22222222222222,2.55555555555556,1.55555555555556,1.22222222222222,1.33333333333333,2.44444444444444,4.66666666666667,0.777777777777778
"FellowWikipedian",0.5,0.5,0.25,0.5,0.25,0.75,0.5,0
"Fellowscientist",1,5.33333333333333,2.66666666666667,3,3.66666666666667,5,3.66666666666667,1.33333333333333
"Fellytone",3.5,1.5,1.5,1.5,1.5,6,7.5,1.5
"FeloniousMonk",2.71428571428571,3.19047619047619,3.14285714285714,1.52380952380952,2.28571428571429,3.80952380952381,4.95238095238095,1.76190476190476
"Femto",1.33333333333333,1.33333333333333,0.666666666666667,0.333333333333333,1.66666666666667,0.666666666666667,4,1.33333333333333
"Fenbaud",3,1,3,0,0,3,5,1
"Fences and windows",3.61111111111111,4.22222222222222,3.07777777777778,1.81111111111111,2.8,3.57777777777778,6.42222222222222,1.65555555555556
"FenderTele",0.75,0.75,0.75,0.25,1,0.5,1,0
"Fenian Swine",4.5,5,1.5,1.5,3.5,2.5,3.5,2
"Fenice",2,1,0,1,1,2,0,0
"Fenix down",5,9.5,3,3,5.5,6,12,2.5
"Fennec",2,1,2,1.5,1.5,2.5,5,1.5
"Fennessy",0,3,0,0,0,1,0,1
"Fenrisulfr",0.5,0.5,0,0,0.5,0,0.5,0
"Fentener van Vlissingen",5.33333333333333,5,3,2.33333333333333,1,3.33333333333333,7.33333333333333,3.66666666666667
"Ferahgo the Assassin",3,5,4,4,2,3,9,3
"Ferbr1",3,2,2,1,1,6,2,0
"Ferdiaob",4.33333333333333,7,4.66666666666667,3.33333333333333,4.33333333333333,8.33333333333333,9.66666666666667,1.33333333333333
"Ferdinand h2",1,2,3,2,1,2,1,0
"Fergananim",0.727272727272727,3.45454545454545,1.54545454545455,1.45454545454545,2.81818181818182,3.09090909090909,3.09090909090909,1.18181818181818
"Ferick",0,0,0,0,0,3,1,0
"Ferike333",1.5,4.5,1.5,2,2.5,4.5,2,0.5
"Ferkel",3,3,0,1,3,2,3,0
"Ferkelparade",5.64285714285714,4.35714285714286,3.92857142857143,3.07142857142857,3.07142857142857,3.78571428571429,8.28571428571429,2.21428571428571
"Fernando Buceta",4,4,3,2,7,4,7,2
"Fernando Rizo",3,2,1,0,2,0,3,1
"Fernando_Rizo",2.66666666666667,2.33333333333333,1.33333333333333,1.33333333333333,0.333333333333333,4,2.66666666666667,1
"Fernbom2",3,9,8,5,5,4,11,2
"Fernirm",5.33333333333333,5,3.33333333333333,2.66666666666667,3.33333333333333,3.33333333333333,6,1
"Fernkes",1,1,1,1,1,3,2,0
"Feroshki",0,1,1,2,0,1,5,1
"Ferox Seneca",2,3,1,2,3.5,4,1.5,1
"Ferr89",6,4,5,5,2,4,6,2
"Ferret-aaron",2,3,2,1,3,5,8,1
"Ferritecore",2,4,1,4,4,1,4,2
"Ferrylodge",1.625,3.625,2.25,1.75,2.25,3.375,5,1.125
"FetchFan21",0,0,0,0,0,0,0,1
"Fetchcomms",2.24691358024691,2.92592592592593,2.39506172839506,1.75308641975309,1.83950617283951,2.60493827160494,3.88888888888889,1.12345679012346
"Fethers",2,0,2,2,1,2,1,0
"Fetofs",0.714285714285714,2.28571428571429,2,1.57142857142857,1.28571428571429,3,3,1.28571428571429
"Fetternity",7,11,11,4,11,1,13,2
"Feu Follet",0.5,1,0,0,0.5,0,0.5,0
"Feudonym",3.5,5,4,3,3.5,2,6,2.5
"Fewq567",0,0,0,0,0,1,1,0
"FeydHuxtable",3.31578947368421,3.52631578947368,2.26315789473684,2.36842105263158,2,4.05263157894737,6.68421052631579,1.89473684210526
"Feydey",2.10344827586207,4.20689655172414,2.17241379310345,1.79310344827586,2.41379310344828,2.96551724137931,3.51724137931034,0.96551724137931
"Fezmar9",1.75,2.5,2,1.25,1,2.75,4,0.75
"Ffgamera",1,3,2,2,0,2,1,0
"Ffirehorse",1,4,2,0,2,7,5,2
"Fg2",5.66666666666667,3.73333333333333,2.8,1.8,2.8,3.33333333333333,7.4,1.13333333333333
"FiachraByrne",2,2,0,1,1,3,0,1
"Fibonacci",1.16666666666667,1.33333333333333,0.5,0.916666666666667,0.583333333333333,2,1.66666666666667,0.5
"Fiedorczuk",1,3,2,1,0,6,5,0
"FieldMarine",2.80645161290323,1.48387096774194,1,1.12903225806452,1.51612903225806,1.61290322580645,4.16129032258065,0.870967741935484
"Fierce Beaver",8,12,3,8,8,5,15,7
"Fifelfoo",4.18666666666667,4.02666666666667,3.41333333333333,1.81333333333333,2.33333333333333,3.70666666666667,7.77333333333333,1.4
"Fiftytwo thirty",0.5,0.5,0,0,0.5,0.5,0.5,0.5
"Figaro",3,2,1,2,1,4.5,5,2.5
"FiggyBee",4,4.5,4.5,1,2.5,2.5,7.5,0.5
"Fightin' Phillie",2,0.666666666666667,1,0,1.33333333333333,2,4,0.666666666666667
"Fighting for Justice",3,5.5,4,3.5,3.5,7.5,10,1
"FightingMac",4.44444444444444,5.66666666666667,3.55555555555556,2.22222222222222,3.33333333333333,7.33333333333333,8.22222222222222,1.66666666666667
"Figureofnine",2.72727272727273,2,1.36363636363636,1.18181818181818,2.36363636363636,4.36363636363636,4.90909090909091,0.727272727272727
"Figureskatingfan",3.6,3.875,3.5,3.25,4.4,6.6,7,1.675
"FileBot",4,7,7,2,3,6,14,5
"Filelakeshoe",2.5,5,2,3,3,1.5,6.5,2
"Filiocht",2.23529411764706,1.52941176470588,1.64705882352941,1.35294117647059,1.23529411764706,2.29411764705882,4,0.647058823529412
"Filip Srbin",0,0,0,0,0,0,0,0
"Filip em",2,1,0,1,3,3,5,0
"Filipinayzd",0.5,0.5,1,0.5,1.5,1,1,0
"Filll",2.63366336633663,4.71287128712871,3.46534653465347,2.3960396039604,3.24752475247525,3.76237623762376,5.98019801980198,1.71287128712871
"FilmFan2011",3.33333333333333,4,3.33333333333333,1.33333333333333,1.66666666666667,5,5,1
"Filnik",0,0,0,1,0,1,0,0
"Filper01",0,0,0,1,0,2,0,0
"Filthish",0,0.5,0.5,0,1,1.5,0.5,0
"FimusTauri",5.5,7,3,2.5,3.5,4,8.5,2.5
"FinalRapture",1.5,1.75,0.75,0.25,1.5,2,1.25,0.5
"Finalius",1,2,0,0,2,0,2,1
"Finavon",5.16666666666667,6.33333333333333,2.83333333333333,2.16666666666667,3.16666666666667,3.16666666666667,5.5,3.33333333333333
"Finell",4.90769230769231,5.33846153846154,3.58461538461538,2.24615384615385,3.95384615384615,5.6,8.21538461538461,2.4
"Finemrespice",1,1,1,0,3,2,2,0
"Finetooth",4.7125,3.7625,3.0875,1.85,2.6125,4.075,7.2875,2.3625
"Fingal",5,2,2,2,1,2,6,1
"FingersOnRoids",6,4.33333333333333,3.66666666666667,4.33333333333333,5,5,6.33333333333333,0.666666666666667
"Finlay McWalter",4.06666666666667,4,2.46666666666667,1.73333333333333,3.6,4.13333333333333,5.93333333333333,1.26666666666667
"Finlux",0,0,0,0,0,0,0,0
"Finn Casey",6,6,3,3,5,3.66666666666667,8.33333333333333,1.33333333333333
"Finn Diesel",2,1,0,1,0,2,5,1
"Finn Froding",7.25,6,3,1.25,5.5,5.25,11.5,1.25
"Finnancier",2,0,0,0,1,1,2,1
"Finnegans wake",4,5.5,4.5,2,3,5.5,10,3
"Finneganw",5,10,2,2,8,7,10,1
"Finngall",2.88235294117647,3.05882352941176,2.64705882352941,1.76470588235294,1.64705882352941,2.70588235294118,4.11764705882353,0.941176470588235
"Finnrind",3.25,4.08333333333333,3.08333333333333,3.83333333333333,3.66666666666667,5.08333333333333,7.25,2.41666666666667
"Finns",0,0,0,0,0,0,0,0
"Fintor",0.5,0,0,0,0,0.5,0.5,0
"Fiolou",2,0,1,0,1,1,2,1
"Fionah",2,0.5,1.5,1,0.5,0.5,2,1
"Fipplet",2.5,4,3,5,3.5,5,5.5,0.5
"Fir0002",3.72727272727273,4.81818181818182,2.90909090909091,2.18181818181818,3.90909090909091,4.36363636363636,7.09090909090909,1.72727272727273
"Fire Star",2,4,0,0,0,5,4,1
"FireFox",0,0,0,0,1,2,1,1
"FireSpike",1.5,1.875,0.875,0.625,1.75,1.625,1.875,0.25
"FireTool87",0,5,2,0,7,4,5,1
"Firebug",3.125,4.08333333333333,1.79166666666667,1,3.25,2.75,5.08333333333333,0.875
"FirecrackerDemon",4.33333333333333,5.33333333333333,3.33333333333333,4,3,3.33333333333333,8,3.33333333333333
"Firefly322",2.66666666666667,3,4.66666666666667,3.33333333333333,3,4,6.33333333333333,1.66666666666667
"FirefoxRocks",2,4.75,2.25,3,2.5,3.5,3.5,0.75
"Firefoxman",1.02173913043478,2.26086956521739,0.934782608695652,0.847826086956522,1.19565217391304,1.54347826086957,1.91304347826087,0.478260869565217
"Fireinacrowdedtheatre",2,4,0,1,1,2,2,0
"Fireplace",0,2,1,0,3,1,2,2
"Fireswordfight",3.25,3,1.75,1.5,2.25,2,4,1
"Firsfron",3.4875,4.0625,2.6875,2.1875,2.7,4.0375,6.1,1.3375
"First Light",5.52,5.48,4.96,4.08,3.88,4.48,9.6,2.6
"FirstSamson",3,6,5,1,3,6,6,2
"Fish Man",8,3.5,2,2,3.5,4.5,9.5,4
"Fish and karate",1.85714285714286,2.85714285714286,2,1.14285714285714,0.714285714285714,3.28571428571429,2.28571428571429,0.714285714285714
"FishBaseProject",4,3,0,2,3,2,3,4
"FisherQueen",4.91304347826087,5.91304347826087,3.30434782608696,2.56521739130435,4.47826086956522,6.91304347826087,8.69565217391304,3.04347826086957
"Fisherjs",2.03846153846154,2.34615384615385,1.92307692307692,1.61538461538462,2,2.46153846153846,3.73076923076923,0.884615384615385
"Fishhead2100",5.66666666666667,6,4,3.66666666666667,5.66666666666667,4.33333333333333,9.33333333333333,3.66666666666667
"Fishhead64",2.69230769230769,2.76923076923077,1.69230769230769,0.615384615384615,2.30769230769231,2.30769230769231,5.76923076923077,0.615384615384615
"Fishiehelper2",3.22222222222222,4.66666666666667,2.66666666666667,2.44444444444444,3.22222222222222,3.88888888888889,7,1.44444444444444
"Fishpaste",5,5,2,1,2,5,8,3
"Fishyghost",1,0,0,1,0,1,2,0
"Fistful of Questions",12,10,6,6,5,2,16,6
